player_id,firstName,lastName,college,hgt,retiredYear,numDaysFreeAgent,ptModifier,gamesUntilTradable,imgURL,born_year,born_loc,contract_amount,contract_exp,draft_round,draft_pick,draft_tid,draft_year,draft_originalTid,draft_pot,draft_ovr,draft_skills,injury_type,injury_gamesRemaining,moodTraits,relatives_count,draft_dpid
865,Margold,Bonner,Furman,71,1881,120,1,0,,1855,"New York, USA",1200,1881,0,0,-1,1875,-1,48,21,[],Healthy,0,F,0,
870,Ayana,Ladner,Nevada,69,1881,120,1,0,,1855,"Indiana, USA",1200,1881,0,0,-1,1875,-1,45,22,[],Healthy,0,L,0,
1025,Ketia,Macklin,Santa Clara,75,1881,120,1,0,,1855,"Washington, USA",1200,1881,0,0,-1,1877,-1,31,18,[],Healthy,0,"F,L",0,
1026,Courtney,Funderburk Sr.,Oklahoma,76,1881,120,1,0,,1855,"Alabama, USA",1200,1881,0,0,-1,1877,-1,37,25,[],Healthy,0,"F,W",1,
1027,Tamika,Alston,Kentucky,78,1881,120,1,0,,1855,"Iowa, USA",1200,1881,0,0,-1,1877,-1,41,28,[],Healthy,0,"$,W",0,
1029,Summer,Richardson,UNLV,72,1881,120,1,0,,1855,"Texas, USA",1200,1881,0,0,-1,1877,-1,38,28,[],Healthy,0,"L,W",0,
294,Olesya,Petrov,,75,1882,121,1,0,,1849,Russia,1200,1882,0,0,-1,1868,-1,46,23,[],Healthy,0,"L,W",0,
831,Sidney,Leininger,Vanderbilt,75,1882,121,1,0,,1856,"Texas, USA",1200,1882,0,0,-1,1875,-1,38,19,[],Healthy,0,W,0,
832,Armintie,Robertson,USC,66,1882,121,1,0,,1856,"Pennsylvania, USA",1200,1882,0,0,-1,1875,-1,37,18,[],Healthy,0,W,0,
837,Veronica,Luther,Grambling State,73,1882,121,1,0,,1856,"North Carolina, USA",1200,1882,0,0,-1,1875,-1,38,18,[],Healthy,0,"F,W",0,
838,Courtney,Watkins,LIU,76,1882,121,1,0,,1856,"California, USA",1200,1882,0,0,-1,1875,-1,47,21,[],Healthy,0,"$,F",0,
925,Plenette,Greathouse,North Carolina,67,1882,121,1,0,,1856,"Ohio, USA",1200,1882,0,0,-1,1876,-1,45,23,[],Healthy,0,W,0,
938,Samantha,Baker,Arkansas-Little Rock,71,1882,121,1,0,,1856,"New York, USA",1200,1882,0,0,-1,1876,-1,37,20,[],Healthy,0,"F,L",0,
947,Tamika,McSwain,Texas A&M,74,1882,121,1,0,,1855,"Maryland, USA",1200,1882,0,0,-1,1876,-1,43,27,[],Healthy,0,"$,L",0,
1021,Victoria,Hines,Kansas City,76,1882,121,1,0,,1856,"California, USA",1200,1882,0,0,-1,1877,-1,37,23,[],Healthy,0,"$,W",0,
1093,Ashley,Payne,Arizona,75,1882,121,1,0,,1856,"Pennsylvania, USA",1200,1882,0,0,-1,1878,-1,37,27,[],Healthy,0,"$,F",0,
1095,Angelina,Diakite,Bradley,75,1882,121,1,0,,1856,"California, USA",1200,1882,0,0,-1,1878,-1,40,29,[],Healthy,0,F,0,
1096,Andrea,Walker,Wake Forest,70,1882,121,1,0,,1856,"California, USA",1200,1882,0,0,-1,1878,-1,33,23,[],Healthy,0,$,0,
1098,Vanessa,Rambo,Canisius,69,1882,121,1,0,,1856,"New York, USA",1200,1882,0,0,-1,1878,-1,29,20,[],Healthy,0,"$,W",0,
1099,Samantha,Zaleski,Maryland,71,1882,121,1,0,,1856,"Kansas, USA",1200,1882,0,0,-1,1878,-1,31,19,[],Healthy,0,$,0,
391,Jacki,Woods,West Virginia,73,1883,120,1,0,,1850,"Michigan, USA",1200,1883,0,0,-1,1869,-1,43,23,[],Healthy,0,"F,L",0,
688,Patricia,Wood,,70,1883,120,1,0,,1854,England,1200,1883,0,0,-1,1873,-1,45,20,[],Healthy,0,"F,W",0,
793,Lynetta,Bolden,UCLA,76,1883,120,1,0,,1854,"Virginia, USA",1200,1883,0,0,-1,1874,-1,34,17,[],Healthy,0,"$,F",0,
909,Larecha,Thompson,Bowling Green,73,1883,120,1,0,,1857,"Texas, USA",1200,1883,0,0,-1,1876,-1,43,21,[],Healthy,0,F,0,
1083,Amanda,Sanchez,Western Kentucky,69,1883,120,1,0,,1857,"Illinois, USA",1200,1883,0,0,-1,1878,-1,42,24,[],Healthy,0,L,0,
1088,Sparkle,Stewart,Arizona,69,1883,120,1,0,,1857,"Connecticut, USA",1200,1883,0,0,-1,1878,-1,48,25,[],Healthy,0,"$,F",0,
1164,Margaret,Weir,Akron,74,1883,120,1,0,,1857,"Alberta, Canada",1200,1883,0,0,-1,1879,-1,41,31,[],Healthy,0,W,0,
1165,Teana,Romar,Bradley,75,1883,120,1,0,,1857,"New York, USA",1200,1883,0,0,-1,1879,-1,40,29,[],Healthy,0,W,0,
1166,Beatrice,Huff,Creighton,72,1883,120,1,0,,1857,"Washington, USA",1200,1883,0,0,-1,1879,-1,36,26,[],Healthy,0,$,0,
1169,Tiffany,Marshall,Iowa,74,1883,120,1,0,,1857,"Vermont, USA",1200,1883,0,0,-1,1879,-1,31,21,[],Healthy,0,L,0,
329,Sug,Middleton,Tennessee State,67,1884,118,1,0,,1849,"California, USA",1200,1884,0,0,-1,1869,-1,45,27,[],Healthy,0,"$,L",0,
650,Amber,Peters,Washington State,69,1884,118,1,0,,1852,"Alabama, USA",1200,1884,0,0,-1,1872,-1,46,28,[],Healthy,0,"L,W",0,
769,Murriel,Ford,Illinois,70,1884,118,1,0,,1855,"Massachusetts, USA",1200,1884,0,0,-1,1874,-1,44,18,[],Healthy,0,F,0,
917,Lady,Venson,Georgia,74,1884,118,1,0,,1857,"New York, USA",1200,1884,0,0,-1,1876,-1,40,23,[],Healthy,0,"$,F",1,
976,Debbie,Williams,Creighton,76,1884,118,1,0,,1858,"Texas, USA",1200,1884,0,0,-1,1877,-1,41,19,[],Healthy,0,L,0,
984,Brenda,Douglas,Saint Joseph's (PA),72,1884,118,1,0,,1858,"Missouri, USA",1200,1884,0,0,-1,1877,-1,44,20,[],Healthy,0,L,0,
993,Jaylyn,Eldridge,Virginia,69,1884,118,1,0,,1858,"Vermont, USA",1200,1884,0,0,-1,1877,-1,43,21,[],Healthy,0,"$,W",0,
994,Tamara,Washington,,68,1884,118,1,0,,1858,"Kansas, USA",1200,1884,0,0,-1,1877,-1,40,21,[],Healthy,0,F,0,
1078,Mila,Mijatovic,,71,1884,118,1,0,,1858,Serbia,1200,1884,0,0,-1,1878,-1,47,26,[],Healthy,0,W,0,
1082,Cindy,Johnson,Oklahoma,71,1884,118,1,0,,1858,"Delaware, USA",1200,1884,0,0,-1,1878,-1,34,16,[],Healthy,0,"$,W",0,
1153,Tammi,Nixon,Stanford,75,1884,118,1,0,,1858,"North Carolina, USA",1200,1884,0,0,-1,1879,-1,37,25,[],Healthy,0,"F,L",1,
1155,Sparkle,Jones,Virginia Tech,68,1884,118,1,0,,1858,"Texas, USA",1200,1884,0,0,-1,1879,-1,48,29,[],Healthy,0,F,0,
1235,Anne,Green,Kentucky,68,1884,118,1,0,,1858,"South Carolina, USA",1200,1884,0,0,-1,1880,-1,38,29,[],Healthy,0,"L,W",0,
1236,Christa,Schlösser,,75,1884,118,1,0,,1858,Germany,1200,1884,0,0,-1,1880,-1,30,18,[],Healthy,0,"L,W",0,
1238,Bashaara,Spurlock,Missouri,75,1884,118,1,0,,1858,"Utah, USA",1200,1884,0,0,-1,1880,-1,37,25,[],Healthy,0,W,0,
592,Angie,Thomas,East Tennessee State,72,1885,120,1,0,,1851,"Michigan, USA",1200,1885,0,0,-1,1871,-1,42,24,[],Healthy,0,"$,F",0,
879,Jennifer,Leblanc,Michigan,70,1885,120,1,0,,1854,"Quebec, Canada",1200,1885,0,0,-1,1875,-1,40,26,[],Healthy,0,L,0,
1045,Isabelle,Burt,Howard,68,1885,120,1,0,,1859,"South Carolina, USA",1200,1885,0,0,-1,1878,-1,46,19,[],Healthy,0,W,0,
1148,Vesna,Simon,,66,1885,120,1,0,,1859,Croatia,1200,1885,0,0,-1,1879,-1,32,17,[],Healthy,0,"F,L",0,
1151,Sophia,Copeland,Tulane,70,1885,120,1,0,,1859,"Arizona, USA",1200,1885,0,0,-1,1879,-1,50,27,[],Healthy,0,L,0,
1223,Cass,Horton,LIU,69,1885,120,1,0,,1859,"California, USA",1200,1885,0,0,-1,1880,-1,35,22,[],Healthy,0,"$,F",0,
1308,Marija,Echodas,,70,1885,120,1,0,,1859,Lithuania,1200,1885,0,0,-1,1881,-1,33,22,[],Healthy,0,F,0,
1309,Ivory,Bateman,Washington,70,1885,120,1,0,,1859,"Massachusetts, USA",1200,1885,0,0,-1,1881,-1,33,23,[],Healthy,0,"$,W",0,
708,Tiffany,St. Brown,Illinois,72,1886,121,1,14,,1854,"Illinois, USA",1200,1886,0,0,-1,1873,-1,44,20,[],Healthy,0,W,0,
923,Shereka,Hutchison,St. John's,68,1886,121,1,0,,1857,"Virginia, USA",1200,1886,0,0,-1,1876,-1,42,21,[],Healthy,0,"L,W",0,
1113,Angie,Shaffer,Kansas,66,1886,121,1,0,,1860,"Illinois, USA",1200,1886,0,0,-1,1879,-1,47,20,[],Healthy,0,W,0,
1205,Brooke,Morton,St. John's,72,1886,121,1,0,,1860,"California, USA",1200,1886,0,0,-1,1880,-1,44,23,[],Healthy,0,"F,L",0,
1213,Marla,Greer,Ole Miss,70,1886,121,1,0,,1860,"California, USA",1200,1886,0,0,-1,1880,-1,33,18,[],Healthy,0,W,0,
1222,Satou,Murrell,Duke,73,1886,121,1,0,,1860,"Florida, USA",1200,1886,0,0,-1,1880,-1,35,19,[],Healthy,0,L,0,
1295,Danielle,Reynolds,Minnesota,73,1886,121,1,0,,1860,"California, USA",1200,1886,0,0,-1,1881,-1,40,25,[],Healthy,0,$,0,
1376,Chamique,Cooley,Creighton,75,1886,121,1,0,,1860,"New York, USA",1200,1886,0,0,-1,1882,-1,44,30,[],Healthy,0,$,0,
988,Andrea,Robinson,Marquette,69,1887,120,1,0,,1858,"Kentucky, USA",1200,1887,0,0,-1,1877,-1,40,17,[],Healthy,0,L,0,
1186,Natalie,Orji,Pepperdine,77,1887,120,1,0,,1861,"Indiana, USA",1200,1887,0,0,-1,1880,-1,42,20,[],Healthy,0,W,0,
1192,Stacey,Lichtenberg,UCLA,70,1887,120,1,0,,1861,"Alabama, USA",1200,1887,0,0,-1,1880,-1,41,17,[],Healthy,0,F,0,
1286,Amber,Allen,UCLA,74,1887,120,1,0,,1861,"Quebec, Canada",1200,1887,0,0,-1,1881,-1,41,20,[],Healthy,0,L,0,
1288,Erlana,Campbell,Marquette,77,1887,120,1,0,,1861,"Iowa, USA",1200,1887,0,0,-1,1881,-1,48,23,[],Healthy,0,"F,W",1,
1369,Aaliyah,Brown,Columbia,75,1887,120,1,0,,1861,"New Hampshire, USA",1200,1887,0,0,-1,1882,-1,37,24,[],Healthy,0,"$,W",0,
1446,Christina,Jones,Canisius,71,1887,120,1,0,,1861,"Oklahoma, USA",1200,1887,0,0,-1,1883,-1,33,18,[],Healthy,0,F,0,
1448,Aaryn,Kennedy,Jacksonville,75,1887,120,1,0,,1861,"North Carolina, USA",1200,1887,0,0,-1,1883,-1,33,21,[],Healthy,0,"L,W",0,
1449,Alana,Snyder,BYU,74,1887,120,1,0,,1861,"Massachusetts, USA",1200,1887,0,0,-1,1883,-1,35,26,[],Healthy,0,"F,W",0,
770,Jessica,Snowden,Portland,72,1888,120,1,0,,1855,"Florida, USA",1200,1888,0,0,-1,1874,-1,42,20,[],Healthy,0,L,0,
1251,Kendra,Westphal,George Washington,70,1888,120,1,0,,1862,"Alabama, USA",1200,1888,0,0,-1,1881,-1,40,19,[],Healthy,0,"$,L",0,
1257,Jamie,Molina,Central Michigan,77,1888,120,1,0,,1862,"California, USA",1200,1888,0,0,-1,1881,-1,47,24,[],Healthy,0,"F,L",0,
1266,Renee,Browne,Ohio,71,1888,120,1,0,,1862,"Illinois, USA",1200,1888,0,0,-1,1881,-1,47,20,[],Healthy,0,"L,W",0,
1298,Michelle,Livingston,Nicholls State,72,1888,120,1,0,,1860,"New York, USA",1200,1888,0,0,-1,1881,-1,43,30,[],Healthy,0,"$,W",0,
1352,Brooke,Dyer,Long Beach State,73,1888,120,1,0,,1862,"Michigan, USA",1200,1888,0,0,-1,1882,-1,39,21,[],Healthy,0,$,0,
1356,Tasha,Eastman,Connecticut,71,1888,120,1,0,,1862,"California, USA",1200,1888,0,0,-1,1882,-1,37,18,[],Healthy,0,"$,L",0,
1357,Rae,Holm,SMU,71,1888,120,1,0,,1862,"Wisconsin, USA",1200,1888,0,0,-1,1882,-1,31,16,[],Healthy,0,"$,F",0,
1360,Tera,Smith,Old Dominion,74,1888,120,1,0,,1862,"Illinois, USA",1200,1888,0,0,-1,1882,-1,36,19,[],Healthy,0,"F,W",0,
1361,Crystal,Dailey Sr.,Long Beach State,75,1888,120,1,0,,1862,"Minnesota, USA",1200,1888,0,0,-1,1882,-1,45,24,[],Healthy,0,W,1,
1512,Coumba,Mbodj,,70,1888,120,1,0,,1862,Senegal,1200,1888,0,0,-1,1884,-1,33,22,[],Healthy,0,F,0,
1513,Kelsey,Young,Western Kentucky,71,1888,120,1,0,,1862,"Illinois, USA",1200,1888,0,0,-1,1884,-1,28,17,[],Healthy,0,"L,W",0,
1516,Haley,Campbell,North Carolina State,75,1888,120,1,0,,1862,"Louisiana, USA",1200,1888,0,0,-1,1884,-1,35,27,[],Healthy,0,"F,L",0,
1519,Helen,Colahan,,69,1888,120,1,0,,1862,Australia,1200,1888,0,0,-1,1884,-1,33,20,[],Healthy,0,"$,F",0,
937,Tamecka,DeJong,Georgetown,75,1889,119,1,0,,1856,"Washington, USA",1200,1889,0,0,-1,1876,-1,45,27,[],Healthy,0,W,0,
1144,Kiesha,House,Georgia Tech,72,1889,119,1,0,,1859,"Kentucky, USA",1200,1889,0,0,-1,1879,-1,48,27,[],Healthy,0,F,0,
1323,Barbara,Chartrand,Virginia,74,1889,119,1,0,,1863,"Ontario, Canada",1200,1889,0,0,-1,1882,-1,45,22,[],Healthy,0,"F,W",0,
1326,Betty,Hall,Marquette,75,1889,119,1,0,,1863,"North Carolina, USA",1200,1889,0,0,-1,1882,-1,36,18,[],Healthy,0,"F,L",0,
1342,Tanae,Germany,,71,1889,119,1,0,,1863,"Illinois, USA",1200,1889,0,0,-1,1882,-1,47,19,[],Healthy,0,$,0,
1417,Natisha,Oliver,Kentucky,70,1889,119,1,0,,1863,"Tennessee, USA",1200,1889,0,0,-1,1883,-1,39,20,[],Healthy,0,W,0,
1425,Leah,Hays,Canisius,77,1889,119,1,0,,1863,"New York, USA",1200,1889,0,0,-1,1883,-1,43,17,[],Healthy,0,"F,L",0,
1506,Linda,McGaughy,Kansas,76,1889,119,1,0,,1863,"Indiana, USA",1200,1889,0,0,-1,1884,-1,42,26,[],Healthy,0,F,0,
1584,Wendi,Carvajal,Oklahoma,67,1889,119,1,0,,1863,"Virginia, USA",1200,1889,0,0,-1,1885,-1,18,12,[],Healthy,0,"$,L",0,
1585,Monique,Magee,Wyoming,74,1889,119,1,0,,1863,"Texas, USA",1200,1889,0,0,-1,1885,-1,24,16,[],Healthy,0,F,0,
1587,A'Quonesia,Garrity,DePaul,69,1889,119,1,0,,1863,"Virginia, USA",1200,1889,0,0,-1,1885,-1,32,24,[],Healthy,0,F,0,
905,Alex,Lee,South Alabama,73,1890,119,1,0,,1857,"Alabama, USA",1200,1890,0,0,-1,1876,-1,38,17,[],Healthy,0,F,0,
1214,Danielle,Carter,Kentucky,71,1890,119,1,0,,1860,"Florida, USA",1200,1890,0,0,-1,1880,-1,44,24,[],Healthy,0,L,0,
1393,Ana,Sinadinovic,,75,1890,119,1,0,,1864,Serbia,1200,1890,0,0,-1,1883,-1,43,21,[],Healthy,0,L,0,
1401,Jayne,Muldrow,La Salle,75,1890,119,1,14,,1864,"Florida, USA",1200,1890,0,0,-1,1883,-1,38,21,[],Healthy,0,L,0,
1411,Heather,Douglas,Marquette,75,1890,119,1,0,,1864,"Texas, USA",1200,1890,0,0,-1,1883,-1,39,19,[],Healthy,0,W,0,
1502,Jayne,Nelson,Duke,75,1890,119,1,0,,1864,"Nevada, USA",1200,1890,0,0,-1,1884,-1,35,20,[],Healthy,0,"L,W",0,
1573,Grace,Nd-Ezuma Jr.,,71,1890,119,1,0,,1864,Nigeria,1200,1890,0,0,-1,1885,-1,34,19,[],Healthy,0,$,1,
1658,Hannah,Robinson,Pennsylvania,67,1890,119,1,0,,1864,"New York, USA",1200,1890,0,0,-1,1886,-1,38,27,[],Healthy,0,F,0,
1659,Marcedes,Baum,Cal State Fullerton,72,1890,119,1,0,,1864,"California, USA",1200,1890,0,0,-1,1886,-1,27,17,[],Healthy,0,"$,L",0,
1454,Michelle,Douglas,UCLA,66,1891,119,1,0,,1865,"Michigan, USA",1200,1891,0,0,-1,1884,-1,36,20,[],Healthy,0,"$,W",0,
1567,Keitha,Marks,Oklahoma State,69,1891,119,1,0,,1865,"Virginia, USA",1200,1891,0,0,-1,1885,-1,44,22,[],Healthy,0,"$,L",0,
1572,Tiffany,Gray,Washington,70,1891,119,1,0,,1865,"Washington, USA",1200,1891,0,0,-1,1885,-1,30,15,[],Healthy,0,F,0,
1649,Trisha,Cox,Arizona,75,1891,119,1,0,,1865,"South Carolina, USA",1200,1891,0,0,-1,1886,-1,38,22,[],Healthy,0,"$,F",0,
